perfis,grauSatisfacao,observacao,versao,dataHora,municipio
"[""ACE - AGENTE DE COMBATE ÀS ENDEMIAS"",""ESCUTA INICIAL""]",INDIFERENTE,☺,5.0.1,02-06-2022 17:54:31,MARÍLIA/SP
"[""AGENDA"",""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,muitos atendimentos não saõ encerrados deviodo problemas no sistema.,5.0.1,03-06-2022 09:58:23,MARÍLIA/SP
"[""COORDENADOR DA UBS"",""COORDENADOR AD"",""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,não é possível visualizar as miligramas quando em visualização de histórico; visual geral muito poluído com excesso de informações; ainda há dificuldades pra encerrar condições ativas antigas; espaço pra visualizar anotações em SOAP é muito reduzido (cerca de 3 linhas),5.0.1,03-06-2022 09:59:07,MARÍLIA/SP
"[""AGENDA"",""RECEPÇÃO"",""COORDENADOR DA UBS"",""DIGITADOR"",""ESCUTA INICIAL"",""MÉDICO""]",SATISFEITO,"esta acontecendo alguma intercorrências, piorou a parte da digitação, fracionamento de doses de remédios pediátricos, etc.",5.0.1,03-06-2022 10:00:48,MARÍLIA/SP
"[""AGENDA"",""COORDENADOR DA UBS"",""DIGITADOR"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INSATISFEITO,"Muitas falhas durante o uso,  odontogramas de atendimentos realizados nas versões anteriores estão em branco nesta versão de grande parte dos usuários, muita poluição visual na página inicial, erros de divisão ortográfica nos campos de atendimento, encaminhamentos ,orientações , avaliações de exames , etc. Em alguns prontuários de pacientes com longo histórico de atendimentos nesta unidade simplesmente não aprecem . Versão com muitas falhas e só dificultando o uso.",5.0.1,03-06-2022 10:06:37,MARÍLIA/SP
"[""DIGITADOR"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_INSATISFEITO,"O sistema apresenta muitas falhas. Várias atualizações em horário de pico de atendimento, e não tivemos capacitação a cerca do funcionamento do sistema.",5.0.1,03-06-2022 10:08:51,MARÍLIA/SP
"[""AGENDA"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",MUITO_INSATISFEITO,QUANDO PESQUISA REGISYTO ANTERIOR NÃO TEM OPÇÃO DE VER ATENDIMENTO DE UM PROFISSIONAL ESPECIFICO,5.0.1,03-06-2022 10:30:42,MARÍLIA/SP
"[""MÉDICO""]",INSATISFEITO,"Muitos erros consecutivos; problemas para encerrar gestações/pré-natal; problemas para finalizar atendimentos (principalmente se replicar prescrições); Não aparece via de administração da medicação quando impresso prescrição. Página de atendimento, por vezes, ""treme"" e não responde a comandos.",5.0.1,03-06-2022 10:32:17,MARÍLIA/SP
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INSATISFEITO,"- ainda continua sem registrar a falta do paciente no histórico; - alguns procedimentos não aparecem as opções para procurarmos e vermos o que mais se encaixa; - não tem mais a opção do lembrete; - por um lado ficou bom as informações na mesma tela, mas também a tela ficou muito cheia (poluição visual)",5.0.1,03-06-2022 11:00:06,DOURADOS/MS
"[""GERENTE DE UNIDADE DE SAÚDE"",""ENFERMEIRO"",""ESCUTA INICIAL""]",SATISFEITO,FOI RUIM QDO PEC PERDEU LIGAÇÃO PARA ATUALIZAR O CADSUS E GOSTARIA Q RETORNASSE. SOLICITO MELHORA NA BUSCA DE COMORBIDADES PRESENTES NO CADASTRO INDIVIDUAL DO CIDADÃO PARA PODERMOS CORRIGIR INCONSISTENCIAS,5.0.1,03-06-2022 11:09:41,DOURADOS/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"mantenho as mesmas queixas, deveria indivualizar a inserção de reultados d eexames, como lançamos o resultado em bloco caso haja queda no sitema ou energia perdemos no geral os lançamentos, se lançarmos no induvial isso não aconteceria porque salvaria individualmente.",5.0.1,03-06-2022 11:22:46,DOURADOS/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"tem travado muito, tenho encontrado dificuldade em finalizar as receitas",5.0.1,03-06-2022 11:28:50,DOURADOS/MS
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM DOURADOS""]",MUITO_INSATISFEITO,"tenho..o programa nao da direito de correção, depois do atendimento ja finalizado.",5.0.1,03-06-2022 11:31:48,DOURADOS/MS
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,"Espaço para escrever são estreitos, dificulta a leitura qdo estamos escrevendo. Desnecessário os itens subjetivo e adjetivo.",5.0.1,03-06-2022 11:34:09,DOURADOS/MS
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INDIFERENTE,"nao esta gerando os nomes das gestantes , crianças, hipertnsos.",5.0.1,03-06-2022 11:35:35,DOURADOS/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,a replicaçao das recitas controlase continuas depois de inpressa nao conseguimos fechar a consulta e encerrar o prontuario,5.0.1,03-06-2022 11:38:40,DOURADOS/MS
"[""GERENTE DE UNIDADE DE SAÚDE"",""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,PEC deveria englobar mais ações de enfermagem/enfermeiros. Ter campo para os ACS registrarem observações nas visitas domiciliares,5.0.1,03-06-2022 11:41:49,DOURADOS/MS
"[""GERENTE DE UNIDADE DE SAÚDE"",""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,"nao aceita edição de vacinas, não aceita a inclusão de lotes novos de vacina como a versão anterior",5.0.1,03-06-2022 11:48:14,null
"[""DIGITADOR"",""RECEPÇÃO""]",MUITO_SATISFEITO,deixar mais claro a ordem dos pacientes na lista de atendimento.,5.0.1,03-06-2022 17:35:18,DOURADOS/MS
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,tem q ser um sistema  sem barreira de acesso ao acs pois aparece muitas  coisas q n conseguimos resolver dentro do esus .,5.0.1,03-06-2022 18:49:49,DOURADOS/MS
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO""]",INSATISFEITO,atualmente os campos nao sao mais tao intuitivos. mudou campo de registro de algumas coisas.,5.0.1,04-06-2022 10:50:49,PIRAÍ/RJ
"[""ESCUTA INICIAL"",""DIGITADOR"",""ENFERMEIRO"",""RECEPÇÃO"",""SMS PIRAI - GERÊNCIA"",""COORDENADOR DA UBS""]",INSATISFEITO,"Após a mudança, o prontuário ficou muito poluído visualmente.",5.0.1,04-06-2022 11:11:43,PIRAÍ/RJ
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",MUITO_INSATISFEITO,"Não temos mais acesso as vacinas e nem aos pesos dos pacientes e precisamos desses dados para fazermos o levantamento dos pacientes de Auxilio Brasil, e tmb quando mãe perde cartão de vacina ou não nos mostra em visita e não aplicou no Psf de origem. Entre outras informações que agora nos ficam ocultas, como medicações que precisamos orientar o paciente leigo que por algum motivo perdeu a receita. Entre outros fatores. Acredito que nosso acesso poderia ser com vacinas e medicamentos tmb.",5.0.1,04-06-2022 11:18:31,PIRAÍ/RJ
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",INSATISFEITO,ACS não consigo visualizar o prontuário.,5.0.1,04-06-2022 15:28:26,PIRAÍ/RJ
"[""SMS PIRAI - GERÊNCIA"",""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_INSATISFEITO,Sou gerente de unidade de saúde da família e o bloqueio do acesso do ACS ao prontuário do paciente está dificultando muito o processo de trabalho na unidade.,5.0.1,04-06-2022 18:20:54,PIRAÍ/RJ
"[""MÉDICO""]",INSATISFEITO,"não é um sistema ágil, muitas janelas, trava muito, ao mandar imprimir muitas vezes não imprime",5.0.1,05-06-2022 10:27:37,MARÍLIA/SP
"[""ESCUTA INICIAL"",""MÉDICO""]",MUITO_INSATISFEITO,"PESSIMA ATUALIZACAO, TELA COMPLETAMENTE POLUIDA, DIVERSOS BUGS EM RECEITA, ENCAMINHAMENTOS, IMPRESSAO, FINALIZACOES, E ETC.  QUANTO MAIS MEXE PIOR FICA",5.0.1,05-06-2022 19:11:24,MARÍLIA/SP
"[""RECEPÇÃO"",""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INSATISFEITO,"PREFIRO A VERSÃO ANTIGA , PORÉM A PAGINA QUE MOSTRA AS MEDICAÇÕES FICARAM PERFEITAS.",5.0.1,06-06-2022 10:02:34,MARÍLIA/SP
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",MUITO_INSATISFEITO,ACS NAO CONSEGUE VISUALIZAR O PRONTUARIO DO PACIENTE,5.0.1,06-06-2022 10:04:50,PIRAÍ/RJ
"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",SATISFEITO,"bom dia gosto muito do e-sus pec, mas o relatorio deveria ser melhorado.",5.0.1,06-06-2022 10:21:50,MARÍLIA/SP
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",SATISFEITO,O prontuário nessa nova versão ficou mais complicado de entender. MUnicípio: Piraí.,5.0.1,06-06-2022 10:22:13,PIRAÍ/RJ
"[""CIRURGIÃO DENTISTA""]",INSATISFEITO,tela muito poluida,5.0.1,06-06-2022 10:26:56,PIRAÍ/RJ
"[""COORDENADOR DA UBS"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INDIFERENTE,a tela ficou poluida de mais,5.0.1,06-06-2022 10:37:42,MARÍLIA/SP
"[""AGENDA"",""RECEPÇÃO"",""COORDENADOR AD"",""DIGITADOR"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""ESCUTA INICIAL""]",INSATISFEITO,"COM RELAÇÃO AO CADASTROI DO CIDADÃO. SISTEMA DEVERIA ACUSAR QUANDO CIDADÃO JÁ É CADASTRADO, INDEPENDENTE DE MINICIPIO OU ESTADO. POIS EXISTEM MUITOS COM CADASTROS DUPLOS, TRIPLOS... E É COMPLEXO REALIZAR A UNIFICAÇÃO. MUITOS CIDADÃOS SÃO VINCULADOS EM MAIS DE UMA UNIDADE DE SAÚDE, E O SISTEMA TAMBÉM PODERIA INFORMAR NO MOMENTO DO VÍNCULO, QUE O MESMO JÁ É VINCULADO A ALGUMA UNIDADE, E FAZER NECESSÁRIO DESVINCULAR DA UNIDADE QUE O CADASTROU PARA VINCULÁ-LO A OUTRA.",5.0.1,06-06-2022 10:47:57,MARÍLIA/SP
"[""ESCUTA INICIAL"",""MÉDICO""]",INDIFERENTE,muitas etapas para imprimir,5.0.1,06-06-2022 10:56:51,MARÍLIA/SP
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,Acesso dos cirurgiões dentistas aos relatórios de gestantes.,5.0.1,06-06-2022 11:14:13,DOURADOS/MS
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""RECEPÇÃO"",""SMS PIRAI - GERÊNCIA"",""COORDENADOR DA UBS""]",INDIFERENTE,"Muita informação no PEC, precisaremos de um tempo para  adaptar ao novo layout.",5.0.1,06-06-2022 11:19:43,PIRAÍ/RJ
"[""GERENTE DE UNIDADE DE SAÚDE"",""UNIFICAÇAO"",""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,PRECISA LIBERAR EDIÇÃO APOS FINALIZAR O ATENDIMENTO PELO PROFISSIONAL QUE EXECUTOU O ATENDIMENTO,5.0.1,06-06-2022 11:22:57,DOURADOS/MS
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"Ainda há problemas com impressão de receitas, especialmente aquelas que são copiadas de prescrição anterior. O sistema não informa o problema para que possamos corrigir.",5.0.1,06-06-2022 11:23:28,DOURADOS/MS
"[""OUTRO PROF. NÍVEL SUPERIOR""]",SATISFEITO,não,5.0.1,06-06-2022 11:23:48,PIRAÍ/RJ
"[""DIGITADOR"",""GERENTE DE UNIDADE DE SAÚDE"",""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,Tela tremendo. Não atende a enfermagem com diagnósticos  de enfermagem e resultados de enfermagem. Relatórios com problemas de dados.,5.0.1,06-06-2022 11:26:32,DOURADOS/MS
"[""GERENTE DE UNIDADE DE SAÚDE"",""ENFERMEIRO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Não tem espaços e CIPE para enfermagem,5.0.1,06-06-2022 11:33:50,DOURADOS/MS
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""SMS PIRAI - GERÊNCIA"",""ESCUTA INICIAL"",""DIGITADOR""]",INDIFERENTE,"A equipe tem tido algumas dificuldades para fechar prontuário, visualizar ícones para realizar o processo de registro. Ruim o fato do sistema ser atualizado sem orientações.",5.0.1,06-06-2022 11:37:19,PIRAÍ/RJ
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,"Na aba lateral onde aparece a quantidde de dias que já houve o atendimento, colocar também a data, as vezes não aparece nem a quantidade de dias e nem a data, ficou ótimo a visão de atendimentos anteriores, ainda está faltando incluir data em todos eles, sem que necessitemos abrir",5.0.1,06-06-2022 11:51:50,DOURADOS/MS
"[""AGENDA"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,"Ficou muito bom as informações gerais já evidenciadas assim que abrimos o prontuário. Tenho uma dúvida, sou Cirurgiã-Dentista e não estou encontrando uma maneira de lançar procedimento de remoção de suturas. Como poderia fazer?  Obrigada",5.0.1,06-06-2022 11:57:10,MARÍLIA/SP
"[""RECEPÇÃO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",MUITO_INSATISFEITO,As agentes de saúde não podem mais vizualizar os prontuários. E isso dificulta nosso trabalho de acompanhamento dos pacientes.,5.0.1,06-06-2022 12:00:49,PIRAÍ/RJ
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,COM MELHORA E PENDENCIA NO SALVAR OS REGISTRO E NAO ESTA APRESENTANDO NOS ATENDIMENTO,5.0.1,06-06-2022 12:13:56,DOURADOS/MS
"[""AGENDA"",""RECEPÇÃO"",""COORDENADOR DA UBS"",""DIGITADOR"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",INSATISFEITO,"Muitas vezes não abre o histórico, fica tela branca e não volta no atendimento. No caso de procedimentos odontológicos, não dá para conferir a lista dos registrados no momento",5.0.1,06-06-2022 12:23:33,MARÍLIA/SP
"[""RECEPÇÃO"",""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""ENFERMEIRO""]",MUITO_INSATISFEITO,"prontuário não finaliza os atendimentos, muita informação na mesma página",5.0.1,06-06-2022 12:23:51,PIRAÍ/RJ
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"PESSIMO, POLUICAO VISUAL",5.0.1,06-06-2022 14:36:27,DOURADOS/MS
"[""RECEPÇÃO"",""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"-na tela de atendimento devem estar presentes todos os exames realizados pelo pacte. Eles em geral não lembram e não tem condições de abrir consulta por consulta para verificar se fez tomografia , rx, usg , mmx e pvt. Isso fragmenta a continuidade do cuidado.  - achei a tela principal muito poluída visualmente; -gostei da nova forma de anotar os exames ( porém não visualizo os anteriores)",5.0.1,06-06-2022 16:09:30,PIRAÍ/RJ
"[""COORDENADOR DA UBS"",""ESCUTA INICIAL"",""MÉDICO""]",INSATISFEITO,"SOAP poluído, vários erros ao replicar receitas e imprimi-las, erro ao finalizar atendimento (erros que a versão não nos aponta, precisamos adivinhar ou então cancelar atendimento/receita e gerar novamente).",5.0.1,07-06-2022 09:59:41,MARÍLIA/SP
"[""AGENDA"",""COORDENADOR DA UBS"",""DIGITADOR"",""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"a tela esta muito poluída, difícil encontrar as informações, sistema lento",5.0.1,07-06-2022 10:09:12,MARÍLIA/SP
"[""AGENDA"",""COORDENADOR DA UBS"",""MÉDICO AD"",""ESCUTA INICIAL"",""MÉDICO""]",MUITO_SATISFEITO,"ACHO QUE FICOU DIFICIL A IDENTIFICAÇÃO DOS BOTOES IMPORTANTISSIMOS: PRESCRIÇÃO, EXAMES, ATESTADOS, SUGIRO DEIXA-LOS COM UMA COR MAIS CHAMATIVA. GOSTEI DAS INFORMAÇÕES EM UMA TELA SÓ. AO SE VER AS ULTIMAS CONSULTAS/CONTATOS, DEVERIA APARECER A DATA DOS MESMOS MESMPO NA TELA INICIAL, PARA FACILITAR O ACESSO A INFORMAÇÃO SEM TER QUE SAIR DA TELA DE INICIO. BUGS ACONTECEM FREQUENTEMENTE, IMPEDINDO A FINALIZAÇÃO DE ATENDIMENTOS E GERANDO DESCONFORTO E PERDA DE DADOS. ATESTADO EM BRANCO:DEVE VOLTAR.",5.0.1,07-06-2022 10:49:57,MARÍLIA/SP
"[""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",INSATISFEITO,Não temos mais acesso ao prontuário.,5.0.1,07-06-2022 11:04:22,PIRAÍ/RJ
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR""]",INSATISFEITO,muita informação na tela dentro do prontuário. poderiam estar em abas.,5.0.1,07-06-2022 11:40:38,PIRAÍ/RJ
"[""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM""]",INDIFERENTE,alguns dados não confere e não conseguimos atualizar. meu próprio cadastro e dos meus filhos contem erros que não consigo arrumar a parte de alergias não sei u não consigo anotar.,5.0.1,07-06-2022 12:31:30,MARÍLIA/SP
"[""ESCUTA INICIAL"",""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""SMS PIRAI - GERÊNCIA"",""COORDENAÇÃO AB""]",MUITO_INSATISFEITO,Muita poluição visual na nova inteface,5.0.1,07-06-2022 14:02:40,PIRAÍ/RJ
"[""OUTRO PROF. NÍVEL MÉDIO/TÉCNICO"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""SMS PIRAÍ - NÍVEL MÉDIO""]",MUITO_SATISFEITO,nenhuma,5.0.1,07-06-2022 15:53:32,PIRAÍ/RJ
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO"",""VISUALIZAR PRONTUÁRIOS"",""AGENDA"",""UNIFICAÇÃO DE CADASTRO"",""ENFERMEIRO DA ESTRATÉGIA DE SAÚDE DA FAMÍLIA""]",MUITO_INSATISFEITO,muito lento e a tela com muita informação fica muito poluída. a parte do plano é muito pequena para evoluir e fica difícil a visualização.,5.0.1,08-06-2022 10:10:37,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ENFERMEIRO"",""DIGITADOR"",""COORDENADOR DA UBS"",""RECEPÇÃO"",""SMS PIRAI - GERÊNCIA""]",MUITO_INSATISFEITO,poluiçao visual,5.0.1,08-06-2022 10:11:20,PIRAÍ/RJ
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""MÉDICO"",""VISUALIZAR PRONTUÁRIOS"",""AGENDA""]",INDIFERENTE,"Começamos a usar o Esus online há 2 dias aqui na minha unidade. Achei a plataforma bem completa e de fácil entendimento. Mas estou extremamente insatisfeita com o tamanho minúsculo das janelas para lançamento da história clínica (subjetivo), do exame físico (objetivo), e também do Plano. A gente não consegue ter uma visão mais geral do que já escreveu, tem que ficar subindo e descendo toda hora. Enfim, este é meu único problema no momento. Pois ainda não conheço todas as funcionalidades.",5.0.1,08-06-2022 10:51:10,BRASÍLIA/DF
"[""RECEPÇÃO""]",INSATISFEITO,"não consigo mais visualizar prontuário, dificultou o trabalho.",5.0.1,08-06-2022 11:02:17,PIRAÍ/RJ
"[""RECEPÇÃO"",""ESCUTA INICIAL"",""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""AGENDA""]",INSATISFEITO,a escuta inicial ficou muito poluída tudo junto,5.0.1,08-06-2022 11:34:16,BRASÍLIA/DF
"[""PRECEPTOR"",""RECEPÇÃO"",""ESCUTA INICIAL"",""ENFERMEIRO"",""VISUALIZAR PRONTUÁRIOS"",""AGENDA"",""ENFERMEIRO DA ESTRATÉGIA DE SAÚDE DA FAMÍLIA""]",SATISFEITO,Poderia ter mais espaço para escrever nos campos do SOAP,5.0.1,09-06-2022 10:14:48,BRASÍLIA/DF
"[""OUTRO PROF. NÍVEL SUPERIOR"",""RECEPÇÃO"",""ESCUTA INICIAL"",""VISUALIZAR PRONTUÁRIOS"",""AGENDA"",""ASSISTENTE SOCIAL"",""AGENDA/EVOLUÇÃO/DIGITADOR/ATENDIMENTO"",""DIGITADOR""]",SATISFEITO,"Só percebi mudanças no formato. Mas, ainda considero um problema o registro de atendimento domiciliar. Exige um retrabalho.",5.0.1,09-06-2022 11:20:46,BRASÍLIA/DF
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",SATISFEITO,"Na Radiologia realizamos várias radiografias de um único paciente (ex.: 14  periapicais + 4 interproximais - TOTAL: 18).No PEC CEO, para lançar cada radiografia, devemos marcar um dente, procedimento, salvar. Para esse paciente precisamos fazer isso 18 vezes, requerendo um tempo excessivo para registrar os procedimentos. Prejudica atendimento e emissão de laudos. SUGESTÃO: Criar kits para lançamento simultâneo de várias radiografias:Kit 5 periapicais;   Kit 14 periapicais;Kit 4 interproximais.",5.0.1,09-06-2022 14:02:42,BRASÍLIA/DF
"[""CIRURGIÃO DENTISTA"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"Criar ""pacotes"" onde já contemple todos os tipos de tratamento endodonticos",5.0.1,09-06-2022 14:27:20,BRASÍLIA/DF
"[""ESCUTA INICIAL"",""ACS - AGENTE COMUNITÁRIO DE SAÚDE"",""RECEPÇÃO""]",SATISFEITO,"poderia melhorar para que nao percamos os cadastros , isso acontece com frequencia",5.0.1,13-06-2022 13:19:37,SANTA LUZIA/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"A hora da inserção n lista de atendimento se altera conforme abre o atendimento, logo não fica claro o horário que o paciente chegou, prejudicando na hora de fazer o atestado de comparecimento, por exemplo. Além disso, não fica exposto dosagem da medicação na visualiação rápida das prescrições prévias.",5.0.1,14-06-2022 10:43:36,SANTA LUZIA/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,"mta informação na tela, instável , escrevemos no prontuario e quando vou procurar o atendimento realizado não salvou . Não pode repetir receita , da erro e não fecha o prontuario do paciente. Mta informação na tela.",5.0.1,14-06-2022 10:45:45,SANTA LUZIA/MG
"[""COORDENADOR DA UBS"",""ENFERMEIRO"",""ESCUTA INICIAL""]",INSATISFEITO,"O SISTEMA ESTÁ LENTO 
CAI COM MUITA FREQUÊNCIA
NÃO SALVA COM IMPRESSÃO DISPONÍVEL TARDIAMENTE",5.0.1,14-06-2022 10:46:45,SANTA LUZIA/MG
"[""AUXILIAR OU TÉCNICO DE ENFERMAGEM"",""ESCUTA INICIAL""]",INSATISFEITO,esus travando demais,5.0.1,14-06-2022 11:26:01,SANTA LUZIA/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",INSATISFEITO,"SISTEMA TRAVA MUITO, NÃO ARMAZENA AS RECEITAS ADEQUADAMENTE, NÃO PERMITE FINALIZAR VÁRIOS ATENDIMENTOS SEM JUSTIFICATIVA ADEQUADA.",5.0.1,14-06-2022 11:32:35,SANTA LUZIA/MG
"[""ESCUTA INICIAL"",""MÉDICO""]",MUITO_INSATISFEITO,"evoluções perdidas, dificuldades para prescrever medicações",5.0.1,14-06-2022 13:08:20,SANTA LUZIA/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,O sistema tem que ser mais auto explicativo na ocasião de erros que impossibilitam o andamento da consulta e finalização do atendimento,5.0.1,14-06-2022 13:12:19,SANTA LUZIA/MG
"[""MÉDICO"",""ESCUTA INICIAL""]",MUITO_INSATISFEITO,Problemas para finalizar atendimentos,5.0.1,14-06-2022 13:12:29,null
"[""MÉDICO"",""ESCUTA INICIAL""]",INDIFERENTE,"Não consigo das enter, fica todo o texto numa mesma linha o que atrapalha na leitura quando imprimo o promtuário. Algumas vezes não consigo finalizar o atendimento, fica falando que tem algo faltando mesmo quando checo e verifico que não tem",5.0.1,14-06-2022 13:20:47,SANTA LUZIA/MG
